%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211165, 2024/02/7 18:35:25.65)
1 24 9.882344e-01 1.000000e+00  3.000000000000000000e+03  3.469623309307535237e+03  3.658483684513918433e+03  3.796514177182327330e+03
2 47 9.774764e-01 1.000000e+00  3.000000000000000000e+03  3.421614154783739195e+03  3.597516301897995618e+03  3.864408121665095678e+03
3 70 9.674602e-01 1.000000e+00  3.000000000000000000e+03  3.330220589835912961e+03  3.587109472931051187e+03  3.783040109718132499e+03
4 93 9.582395e-01 1.000000e+00  3.000000000000000000e+03  3.349737398935905730e+03  3.572949315604560525e+03  3.843150165653436943e+03
5 116 9.494918e-01 1.000000e+00  3.000000000000000000e+03  3.320320022244571192e+03  3.467073611182679088e+03  3.641023611559326127e+03
6 139 9.412137e-01 1.002360e+00  3.000000000000000000e+03  3.323626743957889175e+03  3.444472389913866664e+03  3.668966672450671012e+03
7 162 9.333602e-01 1.002360e+00  3.000000000000000000e+03  3.291096653434184191e+03  3.477189627891015789e+03  3.639589972417416902e+03
8 185 9.258981e-01 1.002360e+00  3.000000000000000000e+03  3.282238601695037232e+03  3.446322949117448388e+03  3.649106587622009101e+03
9 208 9.188495e-01 1.002360e+00  3.000000000000000000e+03  3.152140243400912368e+03  3.404889654832099041e+03  3.554445281508041262e+03
10 231 9.121111e-01 1.002360e+00  3.000000000000000000e+03  3.215637238381165389e+03  3.365468523557088702e+03  3.532351282302543495e+03
11 254 9.057546e-01 1.002892e+00  3.000000000000000000e+03  3.163576379144280054e+03  3.343511091026357462e+03  3.600098425798984863e+03
12 277 8.998429e-01 1.002892e+00  3.000000000000000000e+03  3.176976796659962474e+03  3.340237954227216505e+03  3.470145565039063058e+03
13 300 8.940809e-01 1.002892e+00  3.000000000000000000e+03  3.144840956286329401e+03  3.329497048190298756e+03  3.495507923706381007e+03
14 323 8.884244e-01 1.002892e+00  3.000000000000000000e+03  3.119343335808282973e+03  3.322581330829905710e+03  3.484103239214104178e+03
15 346 8.829079e-01 1.002892e+00  3.000000000000000000e+03  3.088175051258919211e+03  3.254390658436156173e+03  3.428524861854234132e+03
16 369 8.776142e-01 1.003890e+00  3.000000000000000000e+03  3.131685125815357424e+03  3.252344896628550941e+03  3.356497475129591749e+03
17 392 8.724507e-01 1.003890e+00  3.000000000000000000e+03  3.114258059207604674e+03  3.230179687425888005e+03  3.354025815970909662e+03
18 415 8.672947e-01 1.003890e+00  3.000000000000000000e+03  3.047166389601096853e+03  3.228844503330458792e+03  3.469037133300346795e+03
19 438 8.622545e-01 1.003890e+00  3.000000000000000000e+03  3.093740051848815710e+03  3.187290612530396174e+03  3.371675350056034404e+03
20 461 8.574164e-01 1.003890e+00  2.996356423323508352e+03  2.996356423323508352e+03  3.158637167688857971e+03  3.370015631224038771e+03
21 484 8.527555e-01 1.005026e+00  2.996356423323508352e+03  3.018409308657151087e+03  3.136806178008499501e+03  3.299529551180110047e+03
22 507 8.481538e-01 1.005026e+00  2.993907889892512230e+03  2.993907889892512230e+03  3.074270268204947115e+03  3.309204941879693706e+03
23 530 8.436024e-01 1.005026e+00  2.981956407000880063e+03  2.981956407000880063e+03  3.084649121819074026e+03  3.233459223308276705e+03
24 553 8.391529e-01 1.005026e+00  2.847248702244152355e+03  2.847248702244152355e+03  3.068873989517347582e+03  3.217421554642439332e+03
25 576 8.348057e-01 1.005026e+00  2.847248702244152355e+03  2.914571248732689583e+03  3.023298535712516241e+03  3.174155807186901711e+03
26 599 8.306856e-01 1.006322e+00  2.847248702244152355e+03  2.908879795153985924e+03  3.024864095545772670e+03  3.224595372611621315e+03
27 622 8.265841e-01 1.006322e+00  2.847248702244152355e+03  2.900430334415459129e+03  2.990483344081096220e+03  3.171913762730934650e+03
28 645 8.225747e-01 1.006322e+00  2.847248702244152355e+03  2.848057123017737013e+03  3.003354435900652334e+03  3.252363841512251838e+03
29 668 8.186442e-01 1.006322e+00  2.781591661722535719e+03  2.781591661722535719e+03  2.966981006438171335e+03  3.084843078101898755e+03
30 691 8.146017e-01 1.006322e+00  2.781591661722535719e+03  2.803556456048002929e+03  2.919180156462246941e+03  3.020731430329386512e+03
31 714 8.106291e-01 1.007773e+00  2.728642617741497816e+03  2.728642617741497816e+03  2.892016514648091743e+03  3.048990082854583761e+03
32 737 8.067458e-01 1.007773e+00  2.728642617741497816e+03  2.771476863833515381e+03  2.879938133371490949e+03  2.953080556913004784e+03
33 760 8.029951e-01 1.007773e+00  2.718766500441472090e+03  2.718766500441472090e+03  2.868682571212070798e+03  2.965003830325279978e+03
34 783 7.992290e-01 1.007773e+00  2.718766500441472090e+03  2.741137906536307582e+03  2.835558827266625940e+03  2.938388484950829479e+03
35 806 7.954736e-01 1.007773e+00  2.718766500441472090e+03  2.740885547305550517e+03  2.807032656037575180e+03  2.968123277717545989e+03
36 829 7.918325e-01 1.009180e+00  2.700080770531893904e+03  2.700080770531893904e+03  2.815145991320539451e+03  2.976679674550529398e+03
37 852 7.883022e-01 1.009180e+00  2.692365476549029154e+03  2.692365476549029154e+03  2.828936054290090851e+03  2.937440046395900481e+03
38 875 7.847786e-01 1.009180e+00  2.665854342051897675e+03  2.665854342051897675e+03  2.791542887100059943e+03  2.943062852122450295e+03
39 898 7.812891e-01 1.009180e+00  2.592503895271890087e+03  2.592503895271890087e+03  2.760569262930586319e+03  2.928726139729146325e+03
40 921 7.779081e-01 1.009180e+00  2.592503895271890087e+03  2.594240775423013019e+03  2.685853675141841904e+03  2.836012223574720792e+03
41 944 7.744607e-01 1.009180e+00  2.592503895271890087e+03  2.614402395742922636e+03  2.690468918163268881e+03  2.837757258215701313e+03
42 967 7.710787e-01 1.010922e+00  2.592503895271890087e+03  2.613227807956884135e+03  2.701199205437513683e+03  2.793394834669733427e+03
43 990 7.678009e-01 1.010922e+00  2.582198945475949131e+03  2.582198945475949131e+03  2.707778135976155681e+03  2.812394067132971486e+03
44 1013 7.645205e-01 1.010922e+00  2.539199158533611353e+03  2.539199158533611353e+03  2.665555020136016992e+03  2.820172414721696441e+03
45 1036 7.611941e-01 1.010922e+00  2.493872709636294076e+03  2.493872709636294076e+03  2.636176907024343109e+03  2.839754886991086096e+03
46 1059 7.578814e-01 1.010922e+00  2.493872709636294076e+03  2.504211862732832287e+03  2.601560108628701528e+03  2.723854362553312058e+03
47 1082 7.545647e-01 1.012381e+00  2.476311925472192797e+03  2.476311925472192797e+03  2.599074522549982248e+03  2.695683095730816149e+03
48 1105 7.513395e-01 1.012381e+00  2.429418653139160142e+03  2.429418653139160142e+03  2.561195536584047204e+03  2.714720364030090877e+03
49 1128 7.482283e-01 1.012381e+00  2.366227403079432861e+03  2.366227403079432861e+03  2.540072050609466260e+03  2.659692452148626671e+03
50 1151 7.451450e-01 1.012381e+00  2.366227403079432861e+03  2.375774297334753555e+03  2.509292293705221255e+03  2.594824907772153438e+03
51 1174 7.420533e-01 1.012381e+00  2.357246958587401878e+03  2.357246958587401878e+03  2.480013361395123866e+03  2.671095969544644959e+03
52 1197 7.389901e-01 1.013913e+00  2.340510624154496782e+03  2.340510624154496782e+03  2.443606799113254056e+03  2.525130293957072809e+03
53 1220 7.359385e-01 1.013913e+00  2.279238946032191052e+03  2.279238946032191052e+03  2.409590243499910684e+03  2.545660950993105416e+03
54 1243 7.328749e-01 1.013913e+00  2.279238946032191052e+03  2.308432349854548193e+03  2.380251002742990295e+03  2.475009360207993723e+03
55 1266 7.297947e-01 1.013913e+00  2.240740530567242331e+03  2.240740530567242331e+03  2.396758272245184344e+03  2.471655872783254381e+03
56 1289 7.268041e-01 1.013913e+00  2.240740530567242331e+03  2.256165298328975041e+03  2.336728057941445968e+03  2.467261609591006163e+03
57 1312 7.239663e-01 1.015505e+00  2.240740530567242331e+03  2.245885693848934807e+03  2.356170487103393498e+03  2.429625055287089708e+03
58 1335 7.211923e-01 1.015505e+00  2.237575274174576407e+03  2.237575274174576407e+03  2.316988423822798723e+03  2.371349488514374116e+03
59 1358 7.183996e-01 1.015505e+00  2.237575274174576407e+03  2.263610564915539271e+03  2.350810303831775400e+03  2.438737103716852744e+03
60 1381 7.156757e-01 1.015505e+00  2.237575274174576407e+03  2.251888244047488570e+03  2.330125002338919330e+03  2.415022303532928163e+03
61 1404 7.131764e-01 1.015505e+00  2.237575274174576407e+03  2.247115147291356152e+03  2.336984354054694450e+03  2.474575394859998141e+03
62 1427 7.107286e-01 1.017273e+00  2.237575274174576407e+03  2.272094708062877089e+03  2.348583292662736312e+03  2.456184921686215603e+03
63 1450 7.083956e-01 1.017273e+00  2.237575274174576407e+03  2.259853018217819226e+03  2.334704445622007370e+03  2.455194783351787919e+03
64 1473 7.058591e-01 1.017273e+00  2.211899173699163839e+03  2.211899173699163839e+03  2.347831407300539922e+03  2.474490232202536845e+03
65 1496 7.032495e-01 1.017273e+00  2.182548948931950235e+03  2.182548948931950235e+03  2.279075256900232489e+03  2.409742154484393268e+03
66 1519 7.005911e-01 1.017273e+00  2.182548948931950235e+03  2.183652656760150421e+03  2.266887168361283329e+03  2.413574472973376487e+03
67 1542 6.978804e-01 1.019158e+00  2.153179237750518041e+03  2.153179237750518041e+03  2.241905569223212296e+03  2.339763451454348797e+03
68 1565 6.952362e-01 1.019158e+00  2.127979500541754987e+03  2.127979500541754987e+03  2.245648443241186669e+03  2.331441011016001994e+03
69 1588 6.926852e-01 1.019158e+00  2.105535065012734321e+03  2.105535065012734321e+03  2.200624562919725122e+03  2.306170183085218468e+03
70 1611 6.901774e-01 1.019158e+00  2.054680919728528352e+03  2.054680919728528352e+03  2.146984699390342939e+03  2.245031223032675371e+03
71 1634 6.876801e-01 1.019158e+00  2.054680919728528352e+03  2.077377743976622696e+03  2.159244097948378567e+03  2.236870018070532296e+03
72 1657 6.851462e-01 1.020969e+00  2.024203504720513365e+03  2.024203504720513365e+03  2.143032767200015314e+03  2.272655737476960439e+03
73 1680 6.826848e-01 1.020969e+00  2.000836976016410517e+03  2.000836976016410517e+03  2.134436990253826025e+03  2.211807138961329656e+03
74 1703 6.801978e-01 1.020969e+00  1.994912787490157370e+03  1.994912787490157370e+03  2.094813249977205487e+03  2.179686132174304930e+03
75 1726 6.776944e-01 1.020969e+00  1.908302760286629109e+03  1.908302760286629109e+03  2.055291399031188575e+03  2.202929446036143418e+03
76 1749 6.750915e-01 1.020969e+00  1.908302760286629109e+03  1.928180572106288309e+03  2.017589106171770936e+03  2.095172394971846188e+03
77 1772 6.724961e-01 1.022627e+00  1.908302760286629109e+03  1.911310583949978991e+03  1.996416140837714920e+03  2.096280039044194837e+03
78 1795 6.699796e-01 1.022627e+00  1.869434875774129750e+03  1.869434875774129750e+03  1.971336635638248481e+03  2.063714244249794774e+03
79 1818 6.675207e-01 1.022627e+00  1.869434875774129750e+03  1.907809215484377773e+03  1.970535911180463927e+03  2.006439038063308772e+03
80 1841 6.650468e-01 1.022627e+00  1.869434875774129750e+03  1.885738172774713576e+03  1.982188378443441934e+03  2.102068886289593138e+03
81 1864 6.625469e-01 1.022627e+00  1.852324491322215636e+03  1.852324491322215636e+03  1.946744156520654315e+03  2.035997200989068006e+03
82 1887 6.599842e-01 1.022627e+00  1.820605485230171780e+03  1.820605485230171780e+03  1.911354392441548725e+03  1.996693841796855622e+03
83 1910 6.575354e-01 1.024569e+00  1.812074251634684970e+03  1.812074251634684970e+03  1.910574838107390860e+03  1.969924169083129300e+03
84 1933 6.550979e-01 1.024569e+00  1.800306823308009598e+03  1.800306823308009598e+03  1.905940773993603216e+03  2.017395234571354194e+03
85 1956 6.527111e-01 1.024569e+00  1.800306823308009598e+03  1.848775634739406541e+03  1.908914280654543973e+03  1.994690651165902182e+03
86 1979 6.503881e-01 1.024569e+00  1.800306823308009598e+03  1.845708206234073259e+03  1.913682343809998201e+03  1.966704046105360248e+03
87 2002 6.480335e-01 1.024569e+00  1.786079504610607955e+03  1.786079504610607955e+03  1.922268271090241342e+03  1.986595866583447560e+03
88 2025 6.457442e-01 1.026193e+00  1.771836440432213976e+03  1.771836440432213976e+03  1.886249121377363508e+03  1.986423461167867117e+03
89 2048 6.434831e-01 1.026193e+00  1.771836440432213976e+03  1.776670276903157401e+03  1.870305124473462229e+03  1.981590517811238897e+03
90 2071 6.411735e-01 1.026193e+00  1.769710514203604362e+03  1.769710514203604362e+03  1.853776366479830131e+03  1.919266857855451462e+03
91 2094 6.388577e-01 1.026193e+00  1.750010585253390900e+03  1.750010585253390900e+03  1.831055457183055978e+03  1.933105786289223488e+03
92 2117 6.365397e-01 1.026193e+00  1.747433053675614474e+03  1.747433053675614474e+03  1.831897271522448136e+03  1.892409277103080740e+03
93 2140 6.341385e-01 1.027746e+00  1.714381446882954833e+03  1.714381446882954833e+03  1.799238468278451137e+03  1.883542095274722215e+03
94 2163 6.316909e-01 1.027746e+00  1.685625222418532076e+03  1.685625222418532076e+03  1.779937113781838661e+03  1.871367557208674953e+03
95 2186 6.292716e-01 1.027746e+00  1.685625222418532076e+03  1.712605981141794700e+03  1.766292614433599738e+03  1.880009904527283425e+03
96 2209 6.269014e-01 1.027746e+00  1.685625222418532076e+03  1.696120853586127623e+03  1.753356108892038037e+03  1.803401884683896242e+03
97 2232 6.245009e-01 1.027746e+00  1.678969295233582670e+03  1.678969295233582670e+03  1.745546564816565933e+03  1.827695739566440807e+03
98 2255 6.221433e-01 1.029208e+00  1.665115838585104939e+03  1.665115838585104939e+03  1.752446730306354993e+03  1.813734113714928981e+03
99 2278 6.198019e-01 1.029208e+00  1.649606976791152647e+03  1.649606976791152647e+03  1.736627137807413646e+03  1.856538115495929333e+03
100 2301 6.174198e-01 1.029208e+00  1.611177659172956282e+03  1.611177659172956282e+03  1.715963028810416745e+03  1.787986079427616232e+03
101 2324 6.150627e-01 1.029208e+00  1.611177659172956282e+03  1.645798132194141999e+03  1.697410635499832551e+03  1.802425564337758260e+03
102 2347 6.126777e-01 1.029208e+00  1.606565686979838802e+03  1.606565686979838802e+03  1.708171810735954978e+03  1.746797888775687852e+03
103 2370 6.102269e-01 1.030632e+00  1.606565686979838802e+03  1.625541837140174266e+03  1.675978701743098100e+03  1.713593412297468376e+03
104 2393 6.078301e-01 1.030632e+00  1.580718493739591850e+03  1.580718493739591850e+03  1.676774960116257716e+03  1.761300761365462904e+03
105 2416 6.053215e-01 1.030632e+00  1.555063156044202515e+03  1.555063156044202515e+03  1.653382042976176990e+03  1.738031197518066620e+03
106 2439 6.028063e-01 1.030632e+00  1.555063156044202515e+03  1.570649217247995466e+03  1.626803263257767640e+03  1.687253181025693721e+03
107 2462 6.002878e-01 1.030632e+00  1.555063156044202515e+03  1.566752456517481733e+03  1.611392212275675092e+03  1.689724642457410482e+03
108 2485 5.978042e-01 1.031913e+00  1.553552160162279961e+03  1.553552160162279961e+03  1.628585282966432715e+03  1.707721834808131689e+03
109 2508 5.953585e-01 1.031913e+00  1.553552160162279961e+03  1.559326423683915436e+03  1.623292010644406218e+03  1.694197891043875870e+03
110 2531 5.930020e-01 1.031913e+00  1.553552160162279961e+03  1.571172761516520495e+03  1.622211511101344058e+03  1.688061914321855511e+03
111 2554 5.907626e-01 1.031913e+00  1.553552160162279961e+03  1.568298379851333948e+03  1.633595203194317946e+03  1.700052248631616294e+03
112 2577 5.885986e-01 1.031913e+00  1.553552160162279961e+03  1.579193269808126843e+03  1.633258891416174492e+03  1.722040890237208714e+03
113 2600 5.864390e-01 1.033148e+00  1.553552160162279961e+03  1.581751922546767446e+03  1.622636401453837834e+03  1.690640984400517254e+03
114 2623 5.843136e-01 1.033148e+00  1.553552160162279961e+03  1.583528200652529222e+03  1.631834801953935312e+03  1.696563941093258109e+03
115 2646 5.821612e-01 1.033148e+00  1.540696967389759948e+03  1.540696967389759948e+03  1.638883346339786158e+03  1.686078399583660484e+03
116 2669 5.800045e-01 1.033148e+00  1.540696967389759948e+03  1.567017035395427911e+03  1.592483425412825000e+03  1.677171734237777173e+03
117 2692 5.778453e-01 1.033148e+00  1.522010491559287175e+03  1.522010491559287175e+03  1.607524030581033685e+03  1.682974576795931625e+03
118 2715 5.756413e-01 1.034349e+00  1.522010491559287175e+03  1.551482954523608896e+03  1.590508486359780591e+03  1.654848438410343078e+03
119 2738 5.734531e-01 1.034349e+00  1.522010491559287175e+03  1.534517878590333794e+03  1.606477660206792962e+03  1.648921837582246781e+03
